PS00906_contigs.fasta,PS00518_contigs.fna.gz,96.24534606933594,1277,1478
PS00906_contigs.fasta,PS00193_contigs.fna.gz,94.16722869873047,1304,1478
PS00906_contigs.fasta,PS00564_GCA_029708055.fna.gz,93.42906951904297,1291,1478
PS00906_contigs.fasta,PS00474_GCA_029709995.fna.gz,93.38736724853516,1297,1478
PS00906_contigs.fasta,PS00457_GCA_029709435.fna.gz,93.37675476074219,1309,1478
PS00906_contigs.fasta,PS00649_GCA_029692665.fna.gz,91.57549285888672,1214,1478
PS00906_contigs.fasta,PS00413_GCA_029708935.fna.gz,91.54936218261719,1233,1478
PS00906_contigs.fasta,PS00495_GCA_029709855.fna.gz,91.50419616699219,1231,1478
PS00906_contigs.fasta,PS00407_GCA_029707665.fna.gz,91.45143127441406,1248,1478
PS00906_contigs.fasta,PS00402_GCA_029692905.fna.gz,91.45063781738281,1258,1478
PS00906_contigs.fasta,PS00433_contigs.fna.gz,91.43079376220703,1176,1478
PS00906_contigs.fasta,PS00638_GCA_029709695.fna.gz,91.22907257080078,1266,1478
PS00906_contigs.fasta,PS00570_GCA_029708175.fna.gz,91.21769714355469,1221,1478
PS00906_contigs.fasta,PS00125_contigs.fna.gz,83.36891174316406,938,1478
PS00906_contigs.fasta,PS00536_GCA_029707305.fna.gz,82.49340057373047,794,1478
PS00906_contigs.fasta,PS00194_GCA_002250945.fna.gz,82.48887634277344,794,1478
